soil_type,crop,ph,organic_matter_pct,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,avg_temp_c,rainfall_mm,humidity_pct,irrigation_mm,fertilizer_cost_rs_per_ha,previous_yield_kg_per_ha,yield_kg_per_ha
Loamy,Sugarcane,5.251287277796748,2.674002806450342,93.57890115066051,53.27929721993676,39.76169356617605,24.75950372373362,515.8476057627547,64.62565315463675,113.66848031608025,8417.188875954032,2604.547600562961,5558.0
Sandy,Cotton,6.756841866665731,0.42919865257617773,100.17163353398936,37.07055762599734,85.12877734758061,20.282853652204814,823.8700391390533,31.899389563942464,138.2717471273614,3992.179438777212,3014.147095214993,2973.9
Loamy,Wheat,6.9602957017539,2.767800281376938,106.26896307917224,31.271903815448656,53.152487006829766,28.394964476214145,1019.7300813606241,95.0,28.481597904305886,5842.074756914926,2458.4660742194196,4419.5
Clay,Cotton,5.792787636352635,1.2315825373519411,33.68327679584113,33.4083840975843,53.813751729959854,29.999149647626936,673.0524231866751,58.70105470619496,97.88968727063391,5268.658120568365,2612.2262760836206,3574.5
Silt,Sugarcane,5.992074464206068,2.967694501238089,71.08370712785954,21.695813556368932,85.40894567317235,27.117529410656008,1078.26578910835,37.63938858526433,206.89242433173038,9236.03073758583,1867.4069850961944,4981.2
Loamy,Rice,6.600559857741588,2.757264894198998,69.58251341799965,41.603749029821074,29.02319850962481,27.56607110029752,768.7534742454185,50.36343359577464,4.100125178869121,3848.8369845112015,2458.74088871985,4629.8
Clay,Sugarcane,6.89617036249929,2.360790523017499,141.9569840208901,69.56478762598682,53.6426510659,27.348972794371104,1182.238067437854,67.71098146228469,156.5785159500262,7979.118282374239,2873.743176557574,4960.3
Sandy,Potato,6.257525644484247,2.1870551881248663,67.82001631929828,55.10947288428454,65.47957737585774,25.903030171174837,694.3122159677027,95.0,156.8553292856439,7728.030882927924,4557.712134788842,3771.2
Silt,Cotton,7.800914239026489,1.0280700108302678,110.26172205878967,39.773109402931475,74.23180214941395,25.885280329168417,1111.758633111688,71.75946860874363,204.63596496058705,9428.525852415656,2316.335395946584,2979.6
Sandy,Sugarcane,7.136562513359793,2.395033434446143,46.754405191085155,38.54343460948535,38.76278273978464,32.53722253621776,896.5131761025642,53.383912232817764,171.19158397061221,5757.3694296345475,3484.369131518989,4590.0
Clay,Cotton,6.840895621123729,2.9137142691215567,101.94803316537977,37.109876438559745,66.10599578380443,27.13525128957923,819.8889070628771,64.70933530155935,111.04940088308412,4670.826103923149,3797.120232165582,3657.2
Peaty,Wheat,5.964491157783092,2.226117822263513,82.49674623013024,54.85110815746012,28.7943500267111,29.358885200053432,746.7197201309248,88.5300055051107,133.9081983071533,7609.804473602236,2658.549818171049,4043.0
Silt,Sugarcane,7.258497151280515,3.3763469412902536,110.11046108705997,56.52047280192585,88.10288784504053,20.195281931038483,637.8740167054117,54.84893893946498,119.72861156949386,4495.933243519319,3566.4995131833184,5271.2
Loamy,Potato,6.9226424277335346,2.7076396308712294,76.56607345731992,50.75638934665388,53.1255264381584,24.87846392378227,943.7063352698262,64.25741046343894,218.55111638918606,2680.051146436822,2551.6081317250478,4179.0
Peaty,Rice,5.882104172548559,2.3180943827666423,84.2245132847234,27.58321715764746,64.99322357018482,26.935344661524937,527.5937331439465,72.70696316034547,139.7934698330805,6358.291337155955,3314.3367859913033,4981.5
Sandy,Sugarcane,7.749967605489692,2.3392318635052294,80.6185259994787,51.92304861917163,35.982314252143695,30.24251524266401,1409.4907544560544,69.9441010359582,98.33352491509014,6949.34369867966,3192.948426790146,4465.4
Clay,Wheat,4.941690690189223,1.6259147959326534,73.34963641650938,51.63745019351896,82.25734737870329,32.91572375301022,861.6448953689854,95.0,218.12943741702975,7956.462152222959,2320.1791586158006,3742.5
Sandy,Rice,8.203157244596479,2.0839601616789816,73.86976256419673,24.907752670339953,58.997412681539345,29.043114106599248,1029.3535283077272,81.27396199106306,51.238474351031996,7158.5804747111615,1905.3007508506253,3435.0
Sandy,Potato,6.994136294612599,1.8936742202701238,43.03126630831643,46.33059358567136,46.84823412455756,24.91239450125132,463.5139545264895,62.388277720738245,160.21409043550557,6657.948060338364,1953.275850529727,2989.7
Peaty,Sugarcane,6.456309860753525,1.539063048936382,96.58935480849136,29.47777602724112,63.489898227065154,22.646760990546923,824.3307077517755,45.5447387371138,0.4203622705305463,4893.062920009272,3895.5350674977117,5947.6
Silt,Maize,4.737471631339311,2.413940461320708,102.54078535235611,57.833165768781946,59.116978272528456,31.167175581260796,925.2772017796789,59.26226240739253,124.26501499779174,8885.971773252895,2754.6348798250797,3564.0
Silt,Rice,7.163459859142527,1.7978171167062846,90.92776253347498,45.306382783771305,62.458407314958585,29.04271967743621,1101.3783694635586,41.73679812366006,257.709640323211,9554.60287599689,2773.8828700141867,4276.7
Loamy,Maize,6.817795687393162,2.8068931538097908,106.46551277426485,58.18085120063662,81.06652478819169,33.426961346552645,1073.9042690370675,66.37980582833222,186.49711322666815,8514.865934879263,2860.186179746878,4361.8
Sandy,Potato,6.043883296573572,2.526333239642984,92.36379054623538,42.35928755959573,81.82786527242749,26.39618819301358,806.4448744198647,48.40019090078222,45.08288180374946,8900.06459233403,2291.52980979958,3185.3
Loamy,Wheat,8.322598962544998,2.043853075163481,84.53776589724221,54.95796134897512,24.022426814522078,32.316952997612916,470.02534874991983,87.47292944457043,23.13094268220304,7162.92205640476,3122.706758804604,4338.5
Clay,Maize,4.5,2.174184307059347,109.71180206277023,36.77106844996133,39.60953171953515,25.561541152593755,765.7867588057148,61.880385834268374,59.802254706303714,5973.258909490659,3245.1112159399513,3571.1
Sandy,Cotton,6.5453027614497366,0.7979356855294863,73.15428428355806,25.356707768130953,62.433468733891445,28.9422268887553,819.9508139332612,60.70187643499739,143.9416665036047,7087.766074021886,2823.9162410460144,2858.1
Clay,Cotton,7.258806562973336,2.2727571839042295,76.96557862351058,74.3771145169725,113.66246433433778,33.553150241052016,964.4405592143199,60.48704986061964,55.150968565992684,8789.873200709613,2513.152057978051,3479.7
Silt,Cotton,6.752032391345292,3.1585713708174064,96.4468726151466,35.197332010004395,87.33949292404827,29.077721642056762,436.98743309858435,50.64611211969343,30.978993464332362,4723.929382820761,3218.857727497605,3575.0
Loamy,Sugarcane,6.738336852207842,2.5043818545367915,65.97727341821346,46.16364464667494,97.78645243961093,29.643105907089826,462.44480310089375,41.70499167708836,54.95228594137214,6045.094545541166,2087.25977269955,5466.6
Loamy,Rice,6.843049851696558,2.3702711988989393,102.31289259583508,45.85782925787797,69.91396042327301,28.133232892754595,1260.881002198373,82.9817309472943,73.84611453507785,8849.826988650342,2811.57088664133,4200.9
Silt,Sugarcane,5.953124959868061,3.2048050500875465,92.17090532972391,42.18512258555698,49.000513997336185,27.993294579432753,843.4255547904949,65.3496761921271,98.2051725316843,6892.078609063238,2491.685919484853,5235.4
Clay,Cotton,7.665367960049435,0.9889763823952962,96.96643517864699,69.27338941052741,88.09045678895436,32.2744273440524,1371.245773387163,43.98204496948746,159.7787422857013,8042.132659995882,2461.2307267024025,2908.6
Clay,Maize,6.0606824183634265,2.2182892310550524,92.08617326679325,29.616140210443305,55.406968725769644,25.233444761293043,802.5504384337357,45.51967071696553,160.35161756330004,6999.664431404596,2130.8470445496214,3958.3
Silt,Potato,5.029194534557959,1.202385762756415,125.3170980470269,58.25902050181155,61.07661577427343,32.78542041977529,1099.111290965,57.32272609498309,101.81902444968942,10248.424326824867,2679.1844967407415,3522.7
Sandy,Cotton,7.427832996231444,1.3644023086374204,120.26706166171581,45.07879669964263,71.7987526465676,17.42139096627165,1014.753459034694,54.58358465196201,92.26910060510428,5673.681518735234,2436.432596921069,2921.8
Peaty,Maize,6.307271003925104,2.4549751485560924,135.16446854134037,65.7395871840549,59.4046101084766,20.817050764765888,935.1555820595008,65.31352101793811,133.97220254090197,8419.518672597553,2356.303748186688,4044.8
Clay,Sugarcane,7.115625175240799,2.9778395496572965,116.36647002226935,50.271371624129785,73.41487650865776,23.064194962511806,588.0430739364294,56.85737714346154,133.0423276016586,5826.206358459988,2989.4692622077555,5469.9
Sandy,Potato,6.485357212782809,2.6578739170996277,65.85603754275344,41.82324584397948,65.55973628954477,30.092112925003594,1006.5312365887584,45.95374951704035,19.87217865795529,6484.545335135301,2940.23850078967,3628.9
Loamy,Rice,6.59047691025619,2.945137927525998,94.73264613480802,52.569504313890775,53.89001895839015,29.23307737747315,735.7728203182135,94.43586901721298,33.60306938827168,11990.604738338669,2401.866277739553,4634.3
Clay,Potato,6.543216580837992,1.9253752982410808,91.27711024137099,66.88028464819114,50.78502756861484,30.02316832422377,866.1396023872635,81.03591696768655,117.89199992291039,8672.444071245769,3189.6944536133788,3774.1
Silt,Wheat,5.43782728339471,3.325872517950035,131.24396743689496,59.28275615155155,55.66033477167947,22.98112977919427,553.3133486220948,65.35320108748556,65.37104463405143,6005.436693099087,2287.3872957624626,4269.3
Clay,Cotton,6.772901850751767,1.9217411527630968,60.96472094581159,48.51736076967813,78.57703721317627,22.00837629468846,738.6099423156146,70.3315393253496,71.60625601288228,6031.941326181723,2852.6041895803837,3394.8
Clay,Potato,5.810118101549245,1.93835287636628,67.08633900015353,48.02100139902258,69.77837689654702,21.695938351863738,809.9848703479304,31.273016184840504,77.11718993151825,4844.611821811586,2781.7676734845236,4042.3
Silt,Potato,6.535407508856263,1.9395382309829317,65.56583656664753,41.98646241686441,81.20678172134544,27.19709598706126,713.8965037331319,77.45162389221309,0.0,7908.183596540763,2522.24983220221,3901.9
Loamy,Potato,6.960623826133162,2.6887545852948356,49.69719098634913,46.74843523862918,50.727572497261775,29.94847717675702,723.4316832071958,61.45298303439267,107.3744563464461,5729.271034815036,2361.606702163456,3732.1
Silt,Cotton,6.538934989506441,3.9355725930969383,81.7746745990673,62.0035993618353,46.58378195679442,28.2473745281276,1138.601196779612,86.09226705778033,147.9135409616155,9737.532559186884,2369.839721048714,3160.7
Peaty,Rice,6.619000716988173,1.9573426469989228,90.30248900643629,12.99546237511769,85.1971238180625,24.44238460465612,1200.7856374907255,20.0,158.78122110961192,9130.33179805989,1478.4540057641286,4067.2
Sandy,Rice,6.669399774464901,2.2289579807992235,72.42372519156153,41.69303634158585,65.29181249162832,25.97009987551912,741.4130130450362,55.223272645038364,67.54171715582464,8436.348045876732,2602.158129946423,4426.7
Clay,Wheat,6.681040747857494,2.682583455746187,105.12303223442537,60.02343419645082,84.98892734590783,28.85239655169586,899.4781024740495,56.408817364732016,176.55162764745853,9429.40023661077,2085.9607330096014,4290.9
Clay,Sugarcane,5.2141122743979365,1.616339998855084,96.7136209967353,50.81397492318542,12.889473946960578,26.035953481416875,845.7824065729747,44.306908543855386,139.228569135628,6863.220476817826,2680.6271158864683,5307.3
Loamy,Potato,5.824576785181604,2.239868108178429,92.22088057023716,51.71029009005271,45.13883800137974,22.159706150562904,1202.6643833270102,51.266139303824346,167.99847375061054,3469.5963097538647,2856.079937224147,3602.5
Sandy,Wheat,7.131119438426761,2.0968897219214875,108.39177527298978,42.582029665093046,68.21114490082746,22.941276505730706,1042.3041732237848,77.04166620545494,100.70354521724492,9052.519062900217,2876.3510889213617,3708.5
Clay,Sugarcane,7.256154981610875,1.9321250937136925,129.3870796175935,66.16507810985425,56.06641203426399,31.465848705439303,1260.9741813004234,28.94147232254548,137.36080265663884,6206.088391613237,2453.18655523463,4924.4
Sandy,Potato,6.0636432008482055,1.5475210774806119,182.7792383538805,48.448524120368454,73.39717516057931,31.296696820582234,771.781509698902,36.72594992102063,163.56496393541752,6840.077169785101,3070.235114892999,4156.4
Sandy,Cotton,6.133490410229013,1.6606024599296738,64.67650148501623,47.558981916942855,47.025263906388204,27.141992829623767,877.0983666620486,79.8823028127722,118.01700667616372,6668.8487570248235,3076.384661169392,3026.7
Loamy,Rice,7.683908879931073,3.13099778628266,82.76837249049996,57.39043187560173,49.14272789777306,23.420565002041222,1021.2240774854284,64.48243202117794,48.141148908994026,4580.267991743753,2946.492676856725,4954.6
Sandy,Wheat,8.134387620281005,1.3399810390073341,47.06944055761813,18.58595345053712,8.076471511106874,35.225805322623955,917.9000919056238,72.64733171691756,185.36156376010365,11114.770383949413,2573.768156619893,3449.8
Peaty,Wheat,5.611478243000251,2.205795492033404,115.88732228874642,63.34463505192502,68.77196892768613,21.777018968486225,740.2813793953808,80.05699642799371,147.03312901264795,5276.898434214307,2400.818366542325,4545.8
Peaty,Cotton,6.353457384875817,2.93374718813321,52.84310432895999,30.854622114865343,48.42852411252264,28.00939677472328,690.2746725034509,56.10424654477574,138.49958896437371,10075.470563790037,1552.2486001712266,3159.4
Sandy,Cotton,7.590093621290694,1.646196322614789,82.96889630415392,53.411540235227505,53.53057200307868,25.30260543509705,792.5752521607296,44.253402626090406,103.882722920786,9763.350211138188,1887.191411625346,2965.7
Sandy,Cotton,7.593469168484357,2.5703114099244764,87.6725762519246,56.94236099063174,32.30073520913763,25.900475317032935,373.3007879744726,68.32394144123727,113.36051297458371,2057.5316062514567,3239.392933145636,3713.4
Peaty,Cotton,6.95808648633128,2.8089549567136185,85.15010287909327,33.41809174751665,46.08567207675196,27.113355117934383,623.4998117298464,60.887064842170034,110.14968602718311,8539.265626094282,2385.289557588673,3290.0
Sandy,Cotton,6.24018122137666,3.5779334158985816,119.47970721817025,25.333709064462138,58.48587463004203,33.30627904528756,787.8526353535892,44.65322805582458,94.37097874906678,7910.614950605223,2787.9433619926385,2913.7
Silt,Sugarcane,7.253849768214295,1.7513669555263423,85.36157575359282,29.994111457717796,66.93275455561589,24.752657459241366,819.1013951081546,53.13122617359231,118.88944322914588,9265.338506660086,4164.517386206015,5869.0
Silt,Rice,6.569084252400296,1.804923750945308,90.25950531926756,52.04113284293557,47.26314179620272,19.044442580352857,817.0859559346618,54.572758664929616,66.49462528853518,3532.425846912264,2425.8148359331753,4224.5
Silt,Wheat,5.706125728100119,1.1591448192310179,109.51379882213091,54.23356382243168,36.91100681912417,24.738215472370307,769.7932008323477,70.47619569111406,244.8790380019533,3648.0528355581,2248.5386022941784,3865.1
Clay,Rice,7.045647606861441,3.0547917549685453,114.01661664260234,48.83438678324576,75.76849790495669,27.5249809431942,1385.5308674670557,78.44280664128819,87.97451149639535,8645.09994915195,2694.3240379377503,4815.9
Loamy,Cotton,5.805600000369163,2.2087339345348274,70.06503955583295,27.466513060557773,54.76742320183974,22.718989059315227,1054.959405516244,36.48868103649713,73.31958547560924,9301.393393393046,2675.559154607282,4026.6
Clay,Potato,5.997693428446569,2.5398845067114952,115.93911551708882,64.2719313575146,67.11108370671955,27.23356377415403,909.8080417250105,86.3370333812532,235.12545142299862,8783.837465828692,3306.0320879136702,4528.8
Clay,Rice,6.339318817367504,1.822008654992017,134.25484042220063,47.44797689244536,74.23281213446653,29.306543228014267,468.27255092820127,77.80384002353156,197.28763731238286,6002.115336094131,1646.808424727569,4365.7
Sandy,Potato,7.3540794406499925,3.2618627527960515,89.62255851547208,50.301337857083354,43.85270062980011,32.33297195482325,371.9070022631971,68.15807373882589,131.24999337886206,6608.990297968713,2669.938191366538,3576.4
Clay,Rice,6.854891138145743,4.079042019696318,79.63594058579783,35.679765551925044,35.832393379461536,23.523644101977194,930.7614329117469,84.12045858403368,70.53256787452912,6444.048402269077,3278.8781267175905,4868.7
Silt,Maize,6.6251024983346225,3.339704682029801,93.87410859435518,42.33282023304917,73.47513909001219,29.58851636056938,762.2823942251856,69.23154957531474,93.68119634432432,7654.672534709995,2799.212514617257,3965.7
Peaty,Potato,7.089111576147678,1.5217494562259926,111.25680944569935,26.19988656697746,57.58607503185949,26.8661965030007,775.8508254451549,34.5002204694114,114.36602678548773,6221.349639256347,2187.5033881955433,3803.0
Silt,Rice,7.032932852377329,1.907070278637963,121.9183033868419,60.361101626491454,46.58601857705043,30.084661627311686,751.9090385769715,37.446402756265954,36.77925697002057,8524.059634372674,2447.904217875825,4345.2
Silt,Rice,5.477553216705759,1.6327314139025109,75.23136028412242,32.56236105739043,68.11610910557081,28.59222631278229,1074.496386946018,47.22123910586422,139.17655771147975,6203.032285077813,3315.2274434891883,4399.0
Sandy,Maize,7.437141078211098,1.917767513412347,78.82524360389559,45.49228928068974,69.70689539087066,28.51670105007158,237.34758060549245,20.0,89.13716391054737,3389.879469729837,3564.4414290196305,3366.0
Silt,Wheat,5.960623674950509,3.362561681356536,71.03817726338823,45.74979053035019,80.35273850907346,24.092724211778926,732.325739549958,71.48994524715594,164.222398178326,5023.4899976464585,3301.303754052392,4273.2
Sandy,Sugarcane,5.894151589057631,2.2809185979446043,88.75172067020027,38.07551397651477,29.83761363408056,22.576081415333213,228.46258038244093,53.44005608188969,87.17644334476418,6628.293209719609,3230.0718244386667,4846.4
Peaty,Maize,6.8371787599007225,2.260499961954905,41.312009919562854,32.721019509137975,52.54655454253654,25.043786356949493,1073.7272169873272,75.63727440308705,54.59816705719264,5285.042581144372,3560.841275874285,3932.2
Peaty,Rice,6.749993344205711,2.1907789080343716,85.23774819691883,57.65795748267543,71.37695218936868,23.263567852767647,466.67392108464384,58.15466974048987,111.88574186155671,11189.3318492685,3680.1394415708787,5143.8
Sandy,Sugarcane,7.090464299927721,1.6384584010346592,108.92923469493293,49.99499221849298,67.34628335968955,21.843712425482245,577.6850142898346,36.59834239635721,151.5727992945591,4064.5523973431887,2913.6140270882233,4662.7
Peaty,Potato,7.731685478401212,2.2063309457392752,107.20418960835619,31.910497048290928,35.207246905604386,34.86614571306124,964.7244550495685,68.19202020880937,77.99754629601352,8174.397379647111,2124.5404483719776,3974.4
Clay,Cotton,5.857308963151783,0.3982825194549062,84.52013880408899,32.44949289874282,31.922492801847685,22.64451971042943,1128.0853146525833,50.34142406371317,189.32780664196008,7204.045741990761,2727.7704817259905,3287.4
Silt,Cotton,6.584939975797202,2.6918846693731355,86.88579956596988,50.50652778755895,42.8064172601881,30.391204096517278,782.4549974418977,64.77694257224442,0.0,6582.341903106656,2434.291019843551,3044.3
